algorithm,iteration,verification_time_us,steps,repeat
verify_dilithium,105,335,1,1
verify_dilithium,106,333,1,1
verify_dilithium,107,324,1,1
verify_dilithium,108,336,1,1
verify_dilithium,109,337,1,1
verify_dilithium,110,336,1,1
verify_dilithium,111,324,1,1
verify_dilithium,112,339,1,1
verify_dilithium,113,325,1,1
verify_dilithium,114,334,1,1
verify_dilithium,115,328,1,1
verify_dilithium,116,329,1,1
verify_dilithium,117,334,1,1
verify_dilithium,118,329,1,1
verify_dilithium,119,347,1,1
verify_dilithium,120,325,1,1
verify_dilithium,121,345,1,1
verify_dilithium,122,342,1,1
verify_dilithium,123,328,1,1
verify_dilithium,124,347,1,1
verify_dilithium,125,327,1,1
verify_dilithium,126,334,1,1
verify_dilithium,127,323,1,1
verify_dilithium,128,336,1,1
verify_dilithium,129,332,1,1
verify_dilithium,130,329,1,1
verify_dilithium,131,333,1,1
verify_dilithium,132,324,1,1
verify_dilithium,133,336,1,1
verify_dilithium,134,333,1,1
verify_dilithium,135,323,1,1
verify_dilithium,136,324,1,1
verify_dilithium,137,324,1,1
verify_dilithium,138,338,1,1
verify_dilithium,139,338,1,1
verify_dilithium,140,330,1,1
verify_dilithium,141,342,1,1
verify_dilithium,142,333,1,1
verify_dilithium,143,327,1,1
verify_dilithium,144,328,1,1
verify_dilithium,145,325,1,1
verify_dilithium,146,327,1,1
verify_dilithium,147,337,1,1
verify_dilithium,148,347,1,1
verify_dilithium,149,327,1,1
verify_dilithium,150,340,1,1
verify_dilithium,151,327,1,1
verify_dilithium,152,323,1,1
verify_dilithium,153,330,1,1
verify_dilithium,154,325,1,1
verify_dilithium,155,351,1,1
verify_dilithium,156,325,1,1
verify_dilithium,157,323,1,1
verify_dilithium,158,327,1,1
verify_dilithium,159,335,1,1
verify_dilithium,160,336,1,1
verify_dilithium,161,323,1,1
verify_dilithium,162,335,1,1
verify_dilithium,163,328,1,1
verify_dilithium,164,323,1,1
verify_dilithium,165,324,1,1
verify_dilithium,166,329,1,1
verify_dilithium,167,334,1,1
verify_dilithium,168,327,1,1
verify_dilithium,169,335,1,1
verify_dilithium,170,327,1,1
verify_dilithium,171,323,1,1
verify_dilithium,172,331,1,1
verify_dilithium,173,336,1,1
verify_dilithium,174,329,1,1
verify_dilithium,175,339,1,1
verify_dilithium,176,326,1,1
verify_dilithium,177,331,1,1
verify_dilithium,178,337,1,1
verify_dilithium,179,332,1,1
verify_dilithium,180,332,1,1
verify_dilithium,181,323,1,1
verify_dilithium,182,331,1,1
verify_dilithium,183,331,1,1
verify_dilithium,184,329,1,1
verify_dilithium,185,331,1,1
verify_dilithium,186,324,1,1
verify_dilithium,187,335,1,1
verify_dilithium,188,325,1,1
verify_dilithium,189,323,1,1
verify_dilithium,190,328,1,1
verify_dilithium,191,326,1,1
verify_dilithium,192,331,1,1
verify_dilithium,193,337,1,1
verify_dilithium,194,328,1,1
verify_dilithium,195,352,1,1
verify_dilithium,196,340,1,1
verify_dilithium,197,324,1,1
verify_dilithium,198,350,1,1
verify_dilithium,199,322,1,1
verify_dilithium,200,328,1,1
verify_dilithium,201,327,1,1
verify_dilithium,202,329,1,1
verify_dilithium,203,337,1,1
verify_dilithium,204,333,1,1
verify_dilithium,205,341,1,1
verify_dilithium,206,329,1,1
verify_dilithium,207,346,1,1
verify_dilithium,208,325,1,1
verify_dilithium,209,343,1,1
verify_dilithium,210,337,1,1
verify_dilithium,211,333,1,1
verify_dilithium,212,334,1,1
verify_dilithium,213,326,1,1
verify_dilithium,214,334,1,1
verify_dilithium,215,329,1,1
verify_dilithium,216,332,1,1
verify_dilithium,217,329,1,1
verify_dilithium,218,330,1,1
verify_dilithium,219,322,1,1
verify_dilithium,220,329,1,1
verify_dilithium,221,335,1,1
verify_dilithium,222,324,1,1
verify_dilithium,223,341,1,1
verify_dilithium,224,325,1,1
verify_dilithium,225,328,1,1
verify_dilithium,226,336,1,1
verify_dilithium,227,337,1,1
verify_dilithium,228,327,1,1
verify_dilithium,229,332,1,1
verify_dilithium,230,325,1,1
verify_dilithium,231,326,1,1
verify_dilithium,232,334,1,1
verify_dilithium,233,324,1,1
verify_dilithium,234,342,1,1
verify_dilithium,235,328,1,1
verify_dilithium,236,325,1,1
verify_dilithium,237,323,1,1
verify_dilithium,238,331,1,1
verify_dilithium,239,345,1,1
verify_dilithium,240,330,1,1
verify_dilithium,241,371,1,1
verify_dilithium,242,323,1,1
verify_dilithium,243,330,1,1
verify_dilithium,244,326,1,1
verify_dilithium,245,349,1,1
verify_dilithium,246,327,1,1
verify_dilithium,247,323,1,1
verify_dilithium,248,343,1,1
verify_dilithium,249,331,1,1
verify_dilithium,250,330,1,1
verify_dilithium,251,338,1,1
verify_dilithium,252,328,1,1
verify_dilithium,253,329,1,1
verify_dilithium,254,323,1,1
verify_dilithium,255,324,1,1
verify_dilithium,256,330,1,1
verify_dilithium,257,324,1,1
verify_dilithium,258,334,1,1
verify_dilithium,259,339,1,1
verify_dilithium,260,325,1,1
verify_dilithium,261,334,1,1
verify_dilithium,262,322,1,1
verify_dilithium,263,324,1,1
verify_dilithium,264,328,1,1
verify_dilithium,265,352,1,1
verify_dilithium,266,326,1,1
verify_dilithium,267,325,1,1
verify_dilithium,268,333,1,1
verify_dilithium,269,332,1,1
verify_dilithium,270,343,1,1
verify_dilithium,271,340,1,1
verify_dilithium,272,329,1,1
verify_dilithium,273,322,1,1
verify_dilithium,274,334,1,1
verify_dilithium,275,322,1,1
verify_dilithium,276,328,1,1
verify_dilithium,277,335,1,1
verify_dilithium,278,333,1,1
verify_dilithium,279,331,1,1
verify_dilithium,280,342,1,1
verify_dilithium,281,346,1,1
verify_dilithium,282,323,1,1
verify_dilithium,283,328,1,1
verify_dilithium,284,330,1,1
verify_dilithium,285,331,1,1
verify_dilithium,286,327,1,1
verify_dilithium,287,326,1,1
verify_dilithium,288,322,1,1
verify_dilithium,289,331,1,1
verify_dilithium,290,338,1,1
verify_dilithium,291,340,1,1
verify_dilithium,292,331,1,1
verify_dilithium,293,349,1,1
verify_dilithium,294,332,1,1
verify_dilithium,295,329,1,1
verify_dilithium,296,343,1,1
verify_dilithium,297,323,1,1
verify_dilithium,298,327,1,1
verify_dilithium,299,324,1,1
verify_dilithium,300,345,1,1
verify_dilithium,301,342,1,1
verify_dilithium,302,342,1,1
verify_dilithium,303,325,1,1
verify_dilithium,304,329,1,1
verify_dilithium,305,342,1,1
verify_dilithium,306,323,1,1
verify_dilithium,307,330,1,1
verify_dilithium,308,323,1,1
verify_dilithium,309,330,1,1
verify_dilithium,310,339,1,1
verify_dilithium,311,332,1,1
verify_dilithium,312,337,1,1
verify_dilithium,313,337,1,1
verify_dilithium,314,328,1,1
verify_dilithium,315,344,1,1
verify_dilithium,316,322,1,1
verify_dilithium,317,325,1,1
verify_dilithium,318,344,1,1
verify_dilithium,319,324,1,1
verify_dilithium,320,349,1,1
verify_dilithium,321,322,1,1
verify_dilithium,322,338,1,1
verify_dilithium,323,337,1,1
verify_dilithium,324,326,1,1
verify_dilithium,325,328,1,1
verify_dilithium,326,325,1,1
verify_dilithium,327,350,1,1
verify_dilithium,328,323,1,1
verify_dilithium,329,325,1,1
verify_dilithium,330,324,1,1
verify_dilithium,331,338,1,1
verify_dilithium,332,324,1,1
verify_dilithium,333,334,1,1
verify_dilithium,334,330,1,1
verify_dilithium,335,330,1,1
verify_dilithium,336,321,1,1
verify_dilithium,337,323,1,1
verify_dilithium,338,326,1,1
verify_dilithium,339,332,1,1
verify_dilithium,340,323,1,1
verify_dilithium,341,323,1,1
verify_dilithium,342,326,1,1
verify_dilithium,343,324,1,1
verify_dilithium,344,341,1,1
verify_dilithium,345,329,1,1
verify_dilithium,346,388,1,1
verify_dilithium,347,331,1,1
verify_dilithium,348,334,1,1
verify_dilithium,349,328,1,1
verify_dilithium,350,322,1,1
verify_dilithium,351,325,1,1
verify_dilithium,352,329,1,1
verify_dilithium,353,332,1,1
verify_dilithium,354,335,1,1
verify_dilithium,355,323,1,1
verify_dilithium,356,341,1,1
verify_dilithium,357,334,1,1
verify_dilithium,358,347,1,1
verify_dilithium,359,337,1,1
verify_dilithium,360,327,1,1
verify_dilithium,361,333,1,1
verify_dilithium,362,324,1,1
verify_dilithium,363,326,1,1
verify_dilithium,364,355,1,1
verify_dilithium,365,328,1,1
verify_dilithium,366,324,1,1
verify_dilithium,367,332,1,1
verify_dilithium,368,328,1,1
verify_dilithium,369,324,1,1
verify_dilithium,370,340,1,1
verify_dilithium,371,324,1,1
verify_dilithium,372,347,1,1
verify_dilithium,373,326,1,1
verify_dilithium,374,332,1,1
verify_dilithium,375,328,1,1
verify_dilithium,376,328,1,1
verify_dilithium,377,327,1,1
verify_dilithium,378,323,1,1
verify_dilithium,379,339,1,1
verify_dilithium,380,327,1,1
verify_dilithium,381,338,1,1
verify_dilithium,382,328,1,1
verify_dilithium,383,329,1,1
verify_dilithium,384,325,1,1
verify_dilithium,385,336,1,1
verify_dilithium,386,327,1,1
verify_dilithium,387,325,1,1
verify_dilithium,388,333,1,1
verify_dilithium,389,403,1,1
verify_dilithium,390,345,1,1
verify_dilithium,391,322,1,1
verify_dilithium,392,339,1,1
verify_dilithium,393,322,1,1
verify_dilithium,394,322,1,1
verify_dilithium,395,328,1,1
verify_dilithium,396,339,1,1
verify_dilithium,397,324,1,1
verify_dilithium,398,329,1,1
verify_dilithium,399,326,1,1
verify_dilithium,400,328,1,1
verify_dilithium,401,327,1,1
verify_dilithium,402,342,1,1
verify_dilithium,403,327,1,1
verify_dilithium,404,321,1,1
verify_dilithium,405,334,1,1
verify_dilithium,406,323,1,1
verify_dilithium,407,336,1,1
verify_dilithium,408,330,1,1
verify_dilithium,409,331,1,1
verify_dilithium,410,323,1,1
verify_dilithium,411,334,1,1
verify_dilithium,412,325,1,1
verify_dilithium,413,332,1,1
verify_dilithium,414,323,1,1
verify_dilithium,415,323,1,1
verify_dilithium,416,333,1,1
verify_dilithium,417,325,1,1
verify_dilithium,418,325,1,1
verify_dilithium,419,328,1,1
verify_dilithium,420,337,1,1
verify_dilithium,421,332,1,1
verify_dilithium,422,341,1,1
verify_dilithium,423,328,1,1
verify_dilithium,424,328,1,1
verify_dilithium,425,327,1,1
verify_dilithium,426,328,1,1
verify_dilithium,427,323,1,1
verify_dilithium,428,333,1,1
verify_dilithium,429,326,1,1
verify_dilithium,430,332,1,1
verify_dilithium,431,323,1,1
verify_dilithium,432,327,1,1
verify_dilithium,433,327,1,1
verify_dilithium,434,326,1,1
verify_dilithium,435,350,1,1
verify_dilithium,436,326,1,1
verify_dilithium,437,336,1,1
verify_dilithium,438,332,1,1
verify_dilithium,439,328,1,1
verify_dilithium,440,322,1,1
verify_dilithium,441,345,1,1
verify_dilithium,442,325,1,1
verify_dilithium,443,321,1,1
verify_dilithium,444,322,1,1
verify_dilithium,445,324,1,1
verify_dilithium,446,332,1,1
verify_dilithium,447,322,1,1
verify_dilithium,448,331,1,1
verify_dilithium,449,327,1,1
verify_dilithium,450,347,1,1
verify_dilithium,451,326,1,1
verify_dilithium,452,338,1,1
verify_dilithium,453,325,1,1
verify_dilithium,454,336,1,1
verify_dilithium,455,323,1,1
verify_dilithium,456,332,1,1
verify_dilithium,457,325,1,1
verify_dilithium,458,380,1,1
verify_dilithium,459,333,1,1
verify_dilithium,460,334,1,1
verify_dilithium,461,345,1,1
verify_dilithium,462,342,1,1
verify_dilithium,463,333,1,1
verify_dilithium,464,330,1,1
verify_dilithium,465,335,1,1
verify_dilithium,466,327,1,1
verify_dilithium,467,332,1,1
verify_dilithium,468,324,1,1
verify_dilithium,469,332,1,1
verify_dilithium,470,340,1,1
verify_dilithium,471,325,1,1
verify_dilithium,472,338,1,1
verify_dilithium,473,323,1,1
verify_dilithium,474,336,1,1
verify_dilithium,475,326,1,1
verify_dilithium,476,335,1,1
verify_dilithium,477,324,1,1
verify_dilithium,478,342,1,1
verify_dilithium,479,335,1,1
verify_dilithium,480,331,1,1
verify_dilithium,481,345,1,1
verify_dilithium,482,326,1,1
verify_dilithium,483,330,1,1
verify_dilithium,484,325,1,1
verify_dilithium,485,328,1,1
verify_dilithium,486,336,1,1
verify_dilithium,487,332,1,1
verify_dilithium,488,330,1,1
verify_dilithium,489,332,1,1
verify_dilithium,490,329,1,1
verify_dilithium,491,323,1,1
verify_dilithium,492,344,1,1
verify_dilithium,493,322,1,1
verify_dilithium,494,342,1,1
verify_dilithium,495,333,1,1
verify_dilithium,496,333,1,1
verify_dilithium,497,333,1,1
verify_dilithium,498,328,1,1
verify_dilithium,499,323,1,1
verify_dilithium,500,325,1,1
