algorithm,iteration,verification_time_us,steps,repeat
verify_dilithium,199,70,1,1
verify_dilithium,200,71,1,1
verify_dilithium,201,69,1,1
verify_dilithium,202,78,1,1
verify_dilithium,203,71,1,1
verify_dilithium,204,71,1,1
verify_dilithium,205,72,1,1
verify_dilithium,206,71,1,1
verify_dilithium,207,70,1,1
verify_dilithium,208,74,1,1
verify_dilithium,209,73,1,1
verify_dilithium,210,73,1,1
verify_dilithium,211,70,1,1
verify_dilithium,212,76,1,1
verify_dilithium,213,69,1,1
verify_dilithium,214,70,1,1
verify_dilithium,215,77,1,1
verify_dilithium,216,74,1,1
verify_dilithium,217,69,1,1
verify_dilithium,218,71,1,1
verify_dilithium,219,70,1,1
verify_dilithium,220,69,1,1
verify_dilithium,221,72,1,1
verify_dilithium,222,83,1,1
verify_dilithium,223,73,1,1
verify_dilithium,224,70,1,1
verify_dilithium,225,71,1,1
verify_dilithium,226,73,1,1
verify_dilithium,227,72,1,1
verify_dilithium,228,72,1,1
verify_dilithium,229,70,1,1
verify_dilithium,230,76,1,1
verify_dilithium,231,75,1,1
verify_dilithium,232,70,1,1
verify_dilithium,233,72,1,1
verify_dilithium,234,70,1,1
verify_dilithium,235,71,1,1
verify_dilithium,236,72,1,1
verify_dilithium,237,71,1,1
verify_dilithium,238,74,1,1
verify_dilithium,239,70,1,1
verify_dilithium,240,74,1,1
verify_dilithium,241,71,1,1
verify_dilithium,242,71,1,1
verify_dilithium,243,70,1,1
verify_dilithium,244,73,1,1
verify_dilithium,245,70,1,1
verify_dilithium,246,70,1,1
verify_dilithium,247,83,1,1
verify_dilithium,248,71,1,1
verify_dilithium,249,73,1,1
verify_dilithium,250,71,1,1
verify_dilithium,251,69,1,1
verify_dilithium,252,70,1,1
verify_dilithium,253,72,1,1
verify_dilithium,254,72,1,1
verify_dilithium,255,75,1,1
verify_dilithium,256,70,1,1
verify_dilithium,257,74,1,1
verify_dilithium,258,71,1,1
verify_dilithium,259,70,1,1
verify_dilithium,260,71,1,1
verify_dilithium,261,76,1,1
verify_dilithium,262,71,1,1
verify_dilithium,263,72,1,1
verify_dilithium,264,72,1,1
verify_dilithium,265,70,1,1
verify_dilithium,266,72,1,1
verify_dilithium,267,70,1,1
verify_dilithium,268,71,1,1
verify_dilithium,269,70,1,1
verify_dilithium,270,73,1,1
verify_dilithium,271,69,1,1
verify_dilithium,272,72,1,1
verify_dilithium,273,70,1,1
verify_dilithium,274,71,1,1
verify_dilithium,275,71,1,1
verify_dilithium,276,70,1,1
verify_dilithium,277,73,1,1
verify_dilithium,278,72,1,1
verify_dilithium,279,70,1,1
verify_dilithium,280,71,1,1
verify_dilithium,281,71,1,1
verify_dilithium,282,72,1,1
verify_dilithium,283,72,1,1
verify_dilithium,284,69,1,1
verify_dilithium,285,73,1,1
verify_dilithium,286,70,1,1
verify_dilithium,287,71,1,1
verify_dilithium,288,71,1,1
verify_dilithium,289,71,1,1
verify_dilithium,290,70,1,1
verify_dilithium,291,73,1,1
verify_dilithium,292,70,1,1
verify_dilithium,293,69,1,1
verify_dilithium,294,70,1,1
verify_dilithium,295,71,1,1
verify_dilithium,296,70,1,1
verify_dilithium,297,71,1,1
verify_dilithium,298,77,1,1
verify_dilithium,299,73,1,1
verify_dilithium,300,74,1,1
verify_dilithium,301,70,1,1
verify_dilithium,302,73,1,1
verify_dilithium,303,72,1,1
verify_dilithium,304,72,1,1
verify_dilithium,305,70,1,1
verify_dilithium,306,71,1,1
verify_dilithium,307,71,1,1
verify_dilithium,308,71,1,1
verify_dilithium,309,70,1,1
verify_dilithium,310,73,1,1
verify_dilithium,311,70,1,1
verify_dilithium,312,70,1,1
verify_dilithium,313,71,1,1
verify_dilithium,314,70,1,1
verify_dilithium,315,70,1,1
verify_dilithium,316,74,1,1
verify_dilithium,317,73,1,1
verify_dilithium,318,71,1,1
verify_dilithium,319,71,1,1
verify_dilithium,320,72,1,1
verify_dilithium,321,76,1,1
verify_dilithium,322,81,1,1
verify_dilithium,323,75,1,1
verify_dilithium,324,77,1,1
verify_dilithium,325,70,1,1
verify_dilithium,326,70,1,1
verify_dilithium,327,72,1,1
verify_dilithium,328,74,1,1
verify_dilithium,329,72,1,1
verify_dilithium,330,76,1,1
verify_dilithium,331,70,1,1
verify_dilithium,332,77,1,1
verify_dilithium,333,70,1,1
verify_dilithium,334,72,1,1
verify_dilithium,335,71,1,1
verify_dilithium,336,70,1,1
verify_dilithium,337,71,1,1
verify_dilithium,338,73,1,1
verify_dilithium,339,75,1,1
verify_dilithium,340,74,1,1
verify_dilithium,341,74,1,1
verify_dilithium,342,70,1,1
verify_dilithium,343,79,1,1
verify_dilithium,344,78,1,1
verify_dilithium,345,75,1,1
verify_dilithium,346,71,1,1
verify_dilithium,347,71,1,1
verify_dilithium,348,71,1,1
verify_dilithium,349,73,1,1
verify_dilithium,350,80,1,1
verify_dilithium,351,70,1,1
verify_dilithium,352,73,1,1
verify_dilithium,353,77,1,1
verify_dilithium,354,72,1,1
verify_dilithium,355,76,1,1
verify_dilithium,356,70,1,1
verify_dilithium,357,73,1,1
verify_dilithium,358,73,1,1
verify_dilithium,359,72,1,1
verify_dilithium,360,69,1,1
verify_dilithium,361,70,1,1
verify_dilithium,362,71,1,1
verify_dilithium,363,71,1,1
verify_dilithium,364,70,1,1
verify_dilithium,365,73,1,1
verify_dilithium,366,69,1,1
verify_dilithium,367,69,1,1
verify_dilithium,368,75,1,1
verify_dilithium,369,71,1,1
verify_dilithium,370,70,1,1
verify_dilithium,371,72,1,1
verify_dilithium,372,71,1,1
verify_dilithium,373,71,1,1
verify_dilithium,374,75,1,1
verify_dilithium,375,71,1,1
verify_dilithium,376,72,1,1
verify_dilithium,377,71,1,1
verify_dilithium,378,76,1,1
verify_dilithium,379,75,1,1
verify_dilithium,380,71,1,1
verify_dilithium,381,72,1,1
verify_dilithium,382,79,1,1
verify_dilithium,383,79,1,1
verify_dilithium,384,72,1,1
verify_dilithium,385,72,1,1
verify_dilithium,386,74,1,1
verify_dilithium,387,69,1,1
verify_dilithium,388,72,1,1
verify_dilithium,389,70,1,1
verify_dilithium,390,70,1,1
verify_dilithium,391,71,1,1
verify_dilithium,392,72,1,1
verify_dilithium,393,72,1,1
verify_dilithium,394,70,1,1
verify_dilithium,395,83,1,1
verify_dilithium,396,70,1,1
verify_dilithium,397,78,1,1
verify_dilithium,398,78,1,1
verify_dilithium,399,71,1,1
verify_dilithium,400,70,1,1
verify_dilithium,401,70,1,1
verify_dilithium,402,77,1,1
verify_dilithium,403,71,1,1
verify_dilithium,404,75,1,1
verify_dilithium,405,69,1,1
verify_dilithium,406,74,1,1
verify_dilithium,407,69,1,1
verify_dilithium,408,70,1,1
verify_dilithium,409,74,1,1
verify_dilithium,410,81,1,1
verify_dilithium,411,75,1,1
verify_dilithium,412,111,1,1
verify_dilithium,413,72,1,1
verify_dilithium,414,76,1,1
verify_dilithium,415,81,1,1
verify_dilithium,416,78,1,1
verify_dilithium,417,73,1,1
verify_dilithium,418,70,1,1
verify_dilithium,419,70,1,1
verify_dilithium,420,85,1,1
verify_dilithium,421,70,1,1
verify_dilithium,422,74,1,1
verify_dilithium,423,71,1,1
verify_dilithium,424,75,1,1
verify_dilithium,425,79,1,1
verify_dilithium,426,76,1,1
verify_dilithium,427,71,1,1
verify_dilithium,428,72,1,1
verify_dilithium,429,72,1,1
verify_dilithium,430,70,1,1
verify_dilithium,431,72,1,1
verify_dilithium,432,69,1,1
verify_dilithium,433,76,1,1
verify_dilithium,434,71,1,1
verify_dilithium,435,70,1,1
verify_dilithium,436,75,1,1
verify_dilithium,437,73,1,1
verify_dilithium,438,69,1,1
verify_dilithium,439,72,1,1
verify_dilithium,440,73,1,1
verify_dilithium,441,70,1,1
verify_dilithium,442,75,1,1
verify_dilithium,443,70,1,1
verify_dilithium,444,71,1,1
verify_dilithium,445,70,1,1
verify_dilithium,446,83,1,1
verify_dilithium,447,69,1,1
verify_dilithium,448,71,1,1
verify_dilithium,449,71,1,1
verify_dilithium,450,72,1,1
verify_dilithium,451,69,1,1
verify_dilithium,452,70,1,1
verify_dilithium,453,70,1,1
verify_dilithium,454,70,1,1
verify_dilithium,455,73,1,1
verify_dilithium,456,71,1,1
verify_dilithium,457,74,1,1
verify_dilithium,458,72,1,1
verify_dilithium,459,73,1,1
verify_dilithium,460,70,1,1
verify_dilithium,461,71,1,1
verify_dilithium,462,71,1,1
verify_dilithium,463,71,1,1
verify_dilithium,464,70,1,1
verify_dilithium,465,72,1,1
verify_dilithium,466,71,1,1
verify_dilithium,467,78,1,1
verify_dilithium,468,69,1,1
verify_dilithium,469,69,1,1
verify_dilithium,470,71,1,1
verify_dilithium,471,84,1,1
verify_dilithium,472,72,1,1
verify_dilithium,473,72,1,1
verify_dilithium,474,72,1,1
verify_dilithium,475,71,1,1
verify_dilithium,476,74,1,1
verify_dilithium,477,70,1,1
verify_dilithium,478,71,1,1
verify_dilithium,479,75,1,1
verify_dilithium,480,71,1,1
verify_dilithium,481,72,1,1
verify_dilithium,482,69,1,1
verify_dilithium,483,74,1,1
verify_dilithium,484,71,1,1
verify_dilithium,485,73,1,1
verify_dilithium,486,72,1,1
verify_dilithium,487,73,1,1
verify_dilithium,488,70,1,1
verify_dilithium,489,71,1,1
verify_dilithium,490,69,1,1
verify_dilithium,491,71,1,1
verify_dilithium,492,69,1,1
verify_dilithium,493,69,1,1
verify_dilithium,494,69,1,1
verify_dilithium,495,70,1,1
verify_dilithium,496,70,1,1
verify_dilithium,497,70,1,1
verify_dilithium,498,73,1,1
verify_dilithium,499,70,1,1
verify_dilithium,500,74,1,1
